x,y,u,v,p,T
0.0,0.0,0.0,0.0,6.089991797800958,1.0
0.2,0.0,0.0,0.0,6.089991797800958,1.0
0.4,0.0,0.0,0.0,5.824200337379986,1.0
0.6000000000000001,0.0,0.0,0.0,5.854844213034809,1.0
0.8,0.0,0.0,0.0,5.741168371357153,1.0
1.0,0.0,0.0,0.0,5.727348581036202,1.0
1.2000000000000002,0.0,0.0,0.0,5.661931092137349,1.0
1.4000000000000001,0.0,0.0,0.0,5.633219798063089,1.0
1.6,0.0,0.0,0.0,5.586517538415242,1.0
1.8,0.0,0.0,0.0,5.5538757692902365,1.0
2.0,0.0,0.0,0.0,5.515224672466673,1.0
2.2,0.0,0.0,0.0,5.482235102798507,1.0
2.4000000000000004,0.0,0.0,0.0,5.44744595284043,1.0
2.6,0.0,0.0,0.0,5.415098463431124,1.0
2.8000000000000003,0.0,0.0,0.0,5.3823772582106315,1.0
3.0,0.0,0.0,0.0,5.3508075151373085,1.0
3.2,0.0,0.0,0.0,5.319304441343408,1.0
3.4000000000000004,0.0,0.0,0.0,5.2884023777956815,1.0
3.6,0.0,0.0,0.0,5.2576696468109505,1.0
3.8000000000000003,0.0,0.0,0.0,5.227282477825858,1.0
4.0,0.0,0.0,0.0,5.1970604811557815,1.0
4.2,0.0,0.0,0.0,5.1670534384533875,1.0
4.4,0.0,0.0,0.0,5.137180479075586,1.0
4.6000000000000005,0.0,0.0,0.0,5.107449032730054,1.0
4.800000000000001,0.0,0.0,0.0,5.0778195099688865,1.0
5.0,0.0,0.0,0.0,5.048286900358441,1.0
5.2,0.0,0.0,0.0,5.0188299308915925,1.0
5.4,0.0,0.0,0.0,4.989441278054765,1.0
5.6000000000000005,0.0,0.0,0.0,4.960108462417349,1.0
5.800000000000001,0.0,0.0,0.0,4.93082525059276,1.0
6.0,0.0,0.0,0.0,4.901584002721608,1.0
6.2,0.0,0.0,0.0,4.872379886910657,1.0
6.4,0.0,0.0,0.0,4.84320794754627,1.0
6.6000000000000005,0.0,0.0,0.0,4.814064626064918,1.0
6.800000000000001,0.0,0.0,0.0,4.784946598553981,1.0
7.0,0.0,0.0,0.0,4.75585130156305,1.0
7.2,0.0,0.0,0.0,4.7267764538570605,1.0
7.4,0.0,0.0,0.0,4.697720221861813,1.0
7.6000000000000005,0.0,0.0,0.0,4.668681011722873,1.0
7.800000000000001,0.0,0.0,0.0,4.639657508933873,1.0
8.0,0.0,0.0,0.0,4.61064858090807,1.0
8.200000000000001,0.0,0.0,0.0,4.581653276192704,1.0
8.4,0.0,0.0,0.0,4.552670774680452,1.0
8.6,0.0,0.0,0.0,4.523700376502933,1.0
8.8,0.0,0.0,0.0,4.494741474299655,1.0
9.0,0.0,0.0,0.0,4.465793541596253,1.0
9.200000000000001,0.0,0.0,0.0,4.436856116175898,1.0
9.4,0.0,0.0,0.0,4.4079287905738616,1.0
9.600000000000001,0.0,0.0,0.0,4.379011201557924,1.0
9.8,0.0,0.0,0.0,4.350103023028697,1.0
10.0,0.0,0.0,0.0,4.321203959147017,1.0
10.200000000000001,0.0,0.0,0.0,4.292313739257849,1.0
10.4,0.0,0.0,0.0,4.263432113315608,1.0
10.600000000000001,0.0,0.0,0.0,4.234558848329273,1.0
10.8,0.0,0.0,0.0,4.205693725276635,1.0
11.0,0.0,0.0,0.0,4.176836536635845,1.0
11.200000000000001,0.0,0.0,0.0,4.147987084285566,1.0
11.4,0.0,0.0,0.0,4.1191451777998305,1.0
11.600000000000001,0.0,0.0,0.0,4.090310633015138,1.0
11.8,0.0,0.0,0.0,4.061483270857858,1.0
12.0,0.0,0.0,0.0,4.032662916366698,1.0
12.200000000000001,0.0,0.0,0.0,4.0038493978887875,1.0
12.4,0.0,0.0,0.0,3.9750425464125763,1.0
12.600000000000001,0.0,0.0,0.0,3.946242195018045,1.0
12.8,0.0,0.0,0.0,3.917448178421399,1.0
13.0,0.0,0.0,0.0,3.88866033260025,1.0
13.200000000000001,0.0,0.0,0.0,3.859878494483779,1.0
13.4,0.0,0.0,0.0,3.8311025016982665,1.0
13.600000000000001,0.0,0.0,0.0,3.802332192357848,1.0
13.8,0.0,0.0,0.0,3.7735674048925967,1.0
14.0,0.0,0.0,0.0,3.7448079779085215,1.0
14.200000000000001,0.0,0.0,0.0,3.71605375007236,1.0
14.4,0.0,0.0,0.0,3.6873045600184433,1.0
14.600000000000001,0.0,0.0,0.0,3.6585602462719504,1.0
14.8,0.0,0.0,0.0,3.6298206471859054,1.0
15.0,0.0,0.0,0.0,3.6010856008892254,1.0
15.200000000000001,0.0,0.0,0.0,3.5723549452423518,1.0
15.4,0.0,0.0,0.0,3.543628517800456,1.0
15.600000000000001,0.0,0.0,0.0,3.514906155781625,1.0
15.8,0.0,0.0,0.0,3.48618769604018,1.0
16.0,0.0,0.0,0.0,3.4574729750447264,1.0
16.2,0.0,0.0,0.0,3.4287618288602055,1.0
16.400000000000002,0.0,0.0,0.0,3.400054093134289,1.0
16.6,0.0,0.0,0.0,3.371349603087247,1.0
16.8,0.0,0.0,0.0,3.3426481935043766,1.0
17.0,0.0,0.0,0.0,3.3139496987313284,1.0
17.2,0.0,0.0,0.0,3.285253952669922,1.0
17.400000000000002,0.0,0.0,0.0,3.256560788776152,1.0
17.6,0.0,0.0,0.0,3.2278700400577245,1.0
17.8,0.0,0.0,0.0,3.19918153907272,1.0
18.0,0.0,0.0,0.0,3.1704951179286045,1.0
18.2,0.0,0.0,0.0,3.1418106082809785,1.0
18.400000000000002,0.0,0.0,0.0,3.113127841333759,1.0
18.6,0.0,0.0,0.0,3.084446647838693,1.0
18.8,0.0,0.0,0.0,3.0557668580960367,1.0
19.0,0.0,0.0,0.0,3.0270883019549593,1.0
19.200000000000003,0.0,0.0,0.0,2.9984108088147137,1.0
19.400000000000002,0.0,0.0,0.0,2.9697342076256548,1.0
19.6,0.0,0.0,0.0,2.941058326891058,1.0
19.8,0.0,0.0,0.0,2.9123829946690343,1.0
20.0,0.0,0.0,0.0,2.8837080385748566,1.0
20.200000000000003,0.0,0.0,0.0,2.8550332857841765,1.0
20.400000000000002,0.0,0.0,0.0,2.8263585630364294,1.0
20.6,0.0,0.0,0.0,2.797683696639316,1.0
20.8,0.0,0.0,0.0,2.7690085124740946,1.0
21.0,0.0,0.0,0.0,2.7403328360019383,1.0
21.200000000000003,0.0,0.0,0.0,2.7116564922721413,1.0
21.400000000000002,0.0,0.0,0.0,2.682979305931912,1.0
21.6,0.0,0.0,0.0,2.6543011012389326,1.0
21.8,0.0,0.0,0.0,2.6256217020768404,1.0
22.0,0.0,0.0,0.0,2.596940931974388,1.0
22.200000000000003,0.0,0.0,0.0,2.5682586141294967,1.0
22.400000000000002,0.0,0.0,0.0,2.539574571438485,1.0
22.6,0.0,0.0,0.0,2.5108886265323735,1.0
22.8,0.0,0.0,0.0,2.482200601821258,1.0
23.0,0.0,0.0,0.0,2.4535103195483026,1.0
23.200000000000003,0.0,0.0,0.0,2.424817601856262,1.0
23.400000000000002,0.0,0.0,0.0,2.3961222708678176,1.0
23.6,0.0,0.0,0.0,2.367424148783648,1.0
23.8,0.0,0.0,0.0,2.3387230580011282,1.0
24.0,0.0,0.0,0.0,2.3100188212572754,1.0
24.200000000000003,0.0,0.0,0.0,2.281311261801023,1.0
24.400000000000002,0.0,0.0,0.0,2.252600203598507,1.0
24.6,0.0,0.0,0.0,2.223885471577642,1.0
24.8,0.0,0.0,0.0,2.1951668919169394,1.0
25.0,0.0,0.0,0.0,2.166444292384293,1.0
25.200000000000003,0.0,0.0,0.0,2.1377175027326043,1.0
25.400000000000002,0.0,0.0,0.0,2.108986355157056,1.0
25.6,0.0,0.0,0.0,2.0802506848209545,1.0
25.8,0.0,0.0,0.0,2.0515103304549194,1.0
26.0,0.0,0.0,0.0,2.0227651350340303,1.0
26.200000000000003,0.0,0.0,0.0,1.994014946536848,1.0
26.400000000000002,0.0,0.0,0.0,1.9652596187880738,1.0
26.6,0.0,0.0,0.0,1.9364990123852417,1.0
26.8,0.0,0.0,0.0,1.9077329957077445,1.0
27.0,0.0,0.0,0.0,1.87896144600302,1.0
27.200000000000003,0.0,0.0,0.0,1.8501842505428392,1.0
27.400000000000002,0.0,0.0,0.0,1.8214013078381313,1.0
27.6,0.0,0.0,0.0,1.7926125288979808,1.0
27.8,0.0,0.0,0.0,1.7638178385137362,1.0
28.0,0.0,0.0,0.0,1.7350171765459168,1.0
28.200000000000003,0.0,0.0,0.0,1.7062104991875093,1.0
28.400000000000002,0.0,0.0,0.0,1.6773977801731665,1.0
28.6,0.0,0.0,0.0,1.6485790119021324,1.0
28.8,0.0,0.0,0.0,1.6197542064385246,1.0
